id	sentiment	review
"42_3"	0	"Of the three titles from Jess Franco to find their way onto the Official DPP Video Nasty list (Devil Hunter, Bloody Moon and Women Behind Bars) this is perhaps the least deserving of notoriety, being a dreadfully dull jungle clunker enlivened only very slightly by a little inept gore, a gratuitous rape scene, and loads of nudity.<br /><br />Gorgeous blonde Ursula Buchfellner plays movie star Laura Crawford who is abducted by a gang of ruthless kidnappers and taken to a remote tropical island inhabited by a savage tribe who worship the 'devil god' that lurks in the jungle (a big, naked, bulging-eyed native who likes to eat the hearts of nubile female sacrifices).<br /><br />Employed by Laura's agent to deliver a $6million ransom, brave mercenary Peter Weston (Al Cliver) and his Vietnam vet pilot pal travel to the island, but encounter trouble when the bad guys attempt a double-cross. During the confusion, Laura escapes into the jungle, but runs straight into the arms of the island's natives, who offer her up to their god.<br /><br />Franco directs in his usual torpid style and loads this laughable effort with his usual dreadful trademarks: crap gore, murky cinematography, rapid zooms, numerous crotch shots, out of focus imagery, awful sound effects, and ham-fisted editing. The result is a dire mess that is a real struggle to sit through from start to finish (It took me a couple of sittings to finish the thing), and even the sight of the luscious Buchfellner in all of her natural glory ain't enough to make me revisit this film in a hurry."
"11484_2"	0	"Is it just me or is that kid really annoying?<br /><br />Hideos sister, spends most of her time running around after the disobedient little so and so. As for him, well, I know he's a kid n all, but his acting ability is about as wooden as a dead tree. So far I'm only half way through, and am fascinated by the story, but the people in it, let it down, I just hope it gets better by the end, as I can't not know what it's all about. Although, some supposedly cryptic messages in the scribbles on the wall and a notebook, indicate everything is backwards, i.e. Dog is God, Live is Evil etc... just seems a little obvious at the moment, yet nobody mentions its obvious meaning, (As yet anyway) If my opinion changes at the end of the movie, I'll update this post, but if your reading this, then well...... See above statement."
"868_3"	0	"Instead, go to the zoo, buy some peanuts and feed 'em to the monkeys. Monkeys are funny. People with amnesia who don't say much, just sit there with vacant eyes are not all that funny.<br /><br />Black comedy? There isn't a black person in it, and there isn't one funny thing in it either.<br /><br />Walmart buys these things up somehow and puts them on their dollar rack. It's labeled Unrated. I think they took out the topless scene. They may have taken out other stuff too, who knows? All we know is that whatever they took out, isn't there any more.<br /><br />The acting seemed OK to me. There's a lot of unfathomables tho. It's supposed to be a city? It's supposed to be a big lake? If it's so hot in the church people are fanning themselves, why are they all wearing coats?"
"1804_10"	1	"First things first, I was never once scared of this underrated gem as a kid (\"Little Mermaid\" on the other hand...). As my title says this was one of my fav childhood movies that I still love as a teenager. It's a beautiful, bittersweet movie about a misfit German Shepherd called Charlie (fantasticaly voiced by Burt Reynolds) who is killed by his boss/partner in crime (is name ha,ha is Carface). Charlie is sent straight to heaven by default because \"all dogs go to heaven because unlike people, dogs are naturally good and loyal and kind\". Chalie gets sent back to Earth 'cause he winded up his life clock where he gets into even more mischief with his best friend, Itchy and a little orphan girl, Anne-Marie. I used to watch this all the time as a kid and I still sometimes watch it. Anyways, it's a beautiful bittersweet film as I said before that might just leave a tear in your eye..."
"4120_1"	0	"Absolutely horrific film. Ameteurish and it isn't funny at all. Lead character played by Mehmet Ali Erbil is very annoying. Edits by E.T and star wars is just plain stupid.<br /><br />Actor Yilmaz Goksal is the only good think about this movie. He should master his English and move to Hollywood. Hollywood can not find an actor with his qualities. Other than Goksal this movie is a garbage.<br /><br />Director Gani Mujde is a comic writer and this movie is his worst written work to this date.<br /><br />Music of Cem Karaca is another plus of this waste of money. Actor Sumer Tilmac also have some presence. Actor who plays the three sons has no talent what so ever."
"11835_1"	0	"Oh if only I could give this rubbish less than one star! There were two mildly amusing parts in the whole film and that is it! one was where a line or two from the song Don't Worry, Be Happy was sung by the slugs and the other was where Roddy fell of the toilet roll and landed with his feet and legs apart so that everything else he landed on on the way down hit him in the groin. That is it there was nothing more amusing than that, at least not for me anyway! Doctornappy2 is not right in saying 'Fans of the completely terrible \"Shrek\" might enjoy, but \"Wallace & Gromit\" fans will probably turn away in disgust.' As I loved Shrek 1 2 and 3 and I also love Wallace and Gromit. You see what it boils down to is that if an animation is done extremely well then it is definitely worth watching, this however was about as far from done well as you can possibly get! The continuity mistakes were too big in number. Some were pointed out by the makers of this site others were not. I won't point out all of the others, but here are a few more to see: When the young daughter leaves at the start of the film the catch to the cage door comes down and the hook part of it that is on the right clearly goes back around behind the round knob thus effectively making sure Roddy would not be able to get out and yet he does just by simply kicking at it. At one point the ruby falls down Roddy's back and gets pushed straight up into the the air by Rita all the while the ship is moving forwards. In the next scene Roddy has caught it again. This is impossible. Seeing as how the ship is moving forwards the only place when the ruby was ejected out from under the back of Roddy's shirt the only place it could have landed was in the water not in Roddy's hand. There was a third one I wanted to point out but for now I have forgotten it.<br /><br />Too many, for want of a better word, 'jokes' were repeated in one way or another, there was not enough time to establish any sort of connection with any of the characters, the characters were hollow, shallow and empty, and the whole film left you wanting....wanting to watch 85 minutes of anything else! Paint drying or grass growing are two superb options!"
"1776_10"	1	"I hated the first episode of this show ( 'Protesting Hippies' ) so much in 1999 that I shunned the rest. However, when it came on 'The Paramount Comedy Channel' I watched it in full and, to my surprise, found it absolutely hilarious ( Motto: never judge a comedy series in its first week )! <br /><br />Set in 1969, 'Hippies' stars Simon Pegg as 'Ray Purbbs', editor of an 'Oz'-like underground magazine called 'Mouth'. His friends are the feminist Jill, laid-back Alex, and the half-wit Hugo. Back in the late '60's, there was a feeling of incredible optimism amongst the young, that they could change the world through the printing of magazines nobody read. Rather than sneering at the hippies' naivety, 'Hippies' is affectionate towards it. Arthur Mathews' scripts cheekily parody a number of that era's icons - 'Hair', 'Woodstock', 'The Graduate', even the infamous 'Oz' obscenity trial of the early '70's. Excellent performances from the cast; Julian Rhind-Tutt's 'Alex' strangely put me in mind of the Richard O'Sullivan character from 'Man About The House'. Its a shame that there was never a second series, possibly because of people like me. If you missed 'Hippies', give it a try. Once you get past the dire opener, you're in for a treat!"
"5992_2"	0	"The most embarrassing moment in this film is when Brady Corbet says 'You've blossomed', near the end the film. I practically died. I'm still not really sure why the screenwriters put that line in there. Was it supposed to create romance? Because it nearly made me sick. <br /><br />The rest of the script was almost as bad.<br /><br />I've never liked the original Thunderbirds, but a Thunderbirds movie had the potential to do so much. This movie doesn't. If it didn't have the big draw card of the Thunderbirds brand, it would have been shafted straight to TV, or canned in the post-production. Maybe even before. <br /><br />Like I said, the best thing about the movie is when the credits roll up and they play Busted's song 'Thunderbirds are go'. I can't believe I wasted $7 watching this through pay-per-view."
"9220_4"	0	"When the film started the first 4 minutes seemed like a travelogue of California, I was wondering if I got the tapes mixed up. Then I breathed a sigh of relief to see Paul Thomas in a scene with the lovely Joanna Storm and Laurie Smith. This is being spied on by Jimmy (a young Tom Byron). Jimmy's aunt (Honey Wilder) is concerned about his behavior so she hires him a private teacher (Kay Parker). I could do without the animal, robot role-playing, or the incest aspects.There's one good sex scene, between Byron and Parker, but it's not good enough to save this film.<br /><br />My Grade: D+"
"2764_10"	1	"On the eighth day God created Georges. But the same as an eighth day doesn't fit into the week, Georges doesn't fit into the modern world: He has Down syndrome and is therefore marginalized by society, shunted off to an asylum after his mother's death four years ago. She was the only one who loved him.<br /><br />Harry is another man that isn't loved anymore. His wife has left him, for reasons that she is unable to explain. He loses the love of his daughters, too, when he arrives too late at the railway station to collect the two kids, who wanted to spend the weekend with their father.<br /><br />Harry is a highly ranked businessman. He knows all the rules that enable us to succeed in our modern meritocracy. But he has entered a state of crisis, which reaches a climax after the loss of the love of his daughters. He questions the sense of his life, without obtaining any definite results.<br /><br />Harry and Georges meet. At first Harry tries to get rid of Georges, the same as all the others do. But Georges can't be shaken off. And it gradually dawns on Harry, how much he needs Georges, if he wants to get over his identity crisis. It is Georges who opens a new access to the world for him and who makes him view his life with different eyes. Friendship and human warmth take the place of calculating striving for success. It is no surprise that Harry now cannot avoid failing in his job.<br /><br />Georges helps Harry to regain the recognition of the daughters. Even his wife has to admit that the fireworks which he organized were worth seeing. Nonetheless a reintegration into the old life is no longer possible. And the new one turns out to be nothing more than a dream with a time limit, which unstoppably will reach its end. The camera watches Harry and Georges from above, for one long minute, as they are both lying down in the grass, just savoring the moment. But the same as this minute will unavoidably go by, the friendship of the two men, which came into being in such a wondrous fashion, will not be long-lasting. Georges is destroyed by the impossibility of love to the opposite sex and can see no other way out but to commit suicide. Harry turns into a city tramp, who asks the car drivers that are waiting in front of the traffic lights for charity.<br /><br />The movie describes modern meritocracy as a disastrous mechanism which devours positive values such as human warmheartedness or friendship. It is Georges, the mongol, who seems to be capable of showing the way out of the dilemma, but unfortunately his plea comes to a bad end. However, his failure does not necessarily have to mean that it is impossible or not desirable to reach the aspired goal. The way he shows us is surely passable, although it requires a huge amount of willpower and, above all, the courage to apply a radical nonconformism."
"1081_10"	1	"One of the great classic comedies. Not a slapstick comedy, not a heavy drama. A fun, satirical film, a buyers beware guide to a new home.<br /><br />Filled with great characters all of whom, Cary Grant is convinced, are out to fleece him in the building of a dream home.<br /><br />A great look at life in the late 40's.<br /><br />"
"1543_8"	1	"I remember seeing this film years ago on, I think, BBC2. I would very much like to view it again - does anyone know how I can obtain a copy? As I remember, it was an especially powerful movie, in particular the scene that stands out is of the horses wearing gas masks. Apart from that I really can't recall too much about the story - which is why I want to view it again! I have trawled the web but am unable to find a copy, which is unusual in my experience - perhaps there is no DVD or VHS of this film on the market. Would appreciate any help anyone can give me on this. Thanks very much in advance for your assistance. Best regards, Albany234@googlemail.com"
"10352_10"	1	"Religious bigotry is rampant everywhere. Australia is not immune to it.<br /><br />A dingo snatched a baby and the mother was tried and sent to prison for having \"killed\" her own baby. I don't mean to spoil the story for you, but you need to know the basics before getting knee-deep in what caused this woman to find herself inside a prison.<br /><br />Buy or rent the movie and discover how deep-seated human hatred of those who are different continues to thrive around the globe.<br /><br />This is a very moving motion picture with a terrific cast of actors.<br /><br />Both Meryl Streep (with her famous Aussie accent) and Sam Neill, whose accent is his native-born pronunciation, are outstanding. Those with supporting roles are also quite good.<br /><br />You will remember this movie for many years.<br /><br />See it!"
"10810_8"	1	"Very nicely done movie. It does stay in your memory. Better billed as a romance than flying or war, altho the flying parts are realistic and almost error free. Flying buffs like myself will enjoy this movie even if attracted by the airplanes, unless they have no sensitivity or have never been in love.<br /><br />Fun watching early Crowe. He is good and exudes charm. His reading of \"High Flight\" is superb.<br /><br />cheers, Boom"
"2366_4"	0	"I am a fan of the Nightmare series but this one is horrible. The deaths are so trendy. If you were to watch this 20 years later the whole nintendo scene is outdated. I did like the flashbacks. I think they should have just made a prequel about when he was still alive. That would have been more interesting. This is a movie you can take or leave. Depends on how much spare time you have."
"1028_10"	1	"I have to say, from the beginning, when i watched the Stargate movie movie i wasn't blown away or anything it was like an average sci fi movie, with a lot of POTENTIAL, though the movie wasn't as, erm, amazing as other sci fi movies such as Star wars or aliens, which if u are a sci fi fanatic u will admit one of those two titles are amazing, even though i'm not as hardcore sci fi fan as some people, i don't remember one line from either of those movies, i'm not a big fan of wearing star wars T shirts, in fact if you saw me i would look like an average person to you, ah getting slightly off the point here, well my point is that the that you don't have to be a hard core sci fi fan to like this great series, which unfortunately ended after 10 amazing seasons with no drop in its quality as it got nearer to its end, in 2006.<br /><br />though i didn't like the movie much i was quite looking forward to the first season in 1997, and let me tell you, the special effects were only one of the brilliant things about the series, the chemistry between the characters just blew me away the special affects, were as good if not better than most sci fi shows running today. I have to admit that I would never have gone into Sci fi if it wasn't for stargate, and my dad, who actually got me into sci fi when i was like 6, and i'm glad he did, other wise i wouldn't have seen the brilliant shows like SG1, which now in my opinion sets the benchmark for nearly all sci fi series and movies, basically if a new sci fi series isn't better or as good as SG1, its not worth watching. basically this is the best sci fi show to date, and if you don't watch this, then you have no idea what you are missing!"
"10541_10"	1	"I thought this was an awesome movie. The theme song is sweet! :) Anyway, the only thing that somewhat bothered me was in the beginning, when everything should have been normal. It was very weird and unrealistic. The big cable company is mainly what I'm talking about. Apart from that, the movie was very creative. I think that all the acting was well done, the actors acted out their characters' personalities perfectly. Everything fit together well. It really is a shame that their isn't a soundtrack. That would have been great! Because this is a Canadian film, and because it is one of my favorites, I give this movie a 10 out of 10!"
"2233_2"	0	"WORST MOVIE EVER!!!! Can't believe I wasted 90min of my life watching this crap. The only reason I didn't turn it off was I wanted to see the Gangster dude on the cover and he wasn't even in it talk about False advertising. The people that gave this movie a ten are either Dumb,Stupid or CAST MEMBERS or friends of CAST MEMBERS.<br /><br />I gave it a solid 2 because no one else did<br /><br />I have to write more and I don't even want to. wasting my time talking about this rubbish. Please don't watch it and if you did then vote so this movie can go where it belongs. bottom 100 movies. i can't even tell you how bad it really is. think the worst movie ever that you've seen then times that be ten and thats this movie. It sucked!! If you just think I'm being bitter then watch it I dare You!! This movie should be used to torture war criminals or Terriosts. If they Watch this even two times and they'll be spilling the beans and begging for MERCY!!"
"9685_4"	0	"I dont know about you, but I've always felt drawn to 'ART' cinema. The first 'art' film I managed to get a hold of was Peter Greenaway's \"The Cook, The Thief, His Wife and Her Lover\", which blew my mind and creative spiret into overdrive. The film was the ultimate paradox, both beautiful and grotesque...this is what 'art cinema' was about, exploring intellectual ideas and bringing the visceral to the screen with purpose. Life, real life, can be like living in a madhouse, and art expressed shows it for what it is. I love movies of all types, but especially those that both entertain and have something to say, whether I agree with it's stance or no...<br /><br />\"8 1/2 WOMEN\", is a dry, clinical 'comedy' where a father and son gather a harem to fufill their many sexual fantasies. There is only a very brief allusion to Fellini in the film, unlike what the previews have suggested. The main focus of the film falls on the 'close' relationship between father and son, brought together after the mothers' death. In the early scenes of the film the fathers' sadness is believable, you can feel his pain. What happens afterwards is plain by Greenaway standards, the gathering of the harem, observations on love and death, and flesh displayed for the sake of flesh...One could argue this, but I feel the movie to be shallow and pointless. And the idea that this could be a comedy is perplexing to me. The acting for the most part if fine,...especially good are Polly Walker and Amanda Plummer(though poor Mandy should put her clothes back on) What the film lacks is a compelling story, and the usual Greenaway touches of excess that made his other films so wonderful to watch. <br /><br />While filled with moments of insight, and the occasional taboo, \"8 1/2 Women\" is too cut and paste to be considered art, too bland to considered 'funny', and simply too dull to be considered worthwhile.<br /><br />Save your money...I can only recommend this film as a sleeping aid.<br /><br />4 out of 10"
"7418_8"	1	"\"Shower\" is an story about loyalty, about the unstoppable advance of modern world in the detriment of rather traditional and more human ways of life. A man forced to choose between his successful career in business, his big-city life, his wife, and his retarded young brother. The eternal doubt between what we WANT to do and what we SHOULD do. The modern China versus the ancient one. The public baths with its gatherings, its cricket fights versus the shopping centres and the skyscraper. Lots of old men and women that are no longer needed. China, one country, two systems, as Xiao Ping said ... though one of them is killing the other. <br /><br />Tender, moving, full of funny moments, and of bitter-sweet ones.The sensitive ones will cry and laugh equally. The actors are enormous, especially the one who performs the role of the retarded boy; and Yang Zhang makes a good job, easy, simple, letting the story just flow by itself.<br /><br />My rate: 8/10"
"11838_9"	1	"This is one of the most calming, relaxing, and beautifully made animation films I've ever seen. With beautiful music throughout the movie, the sounds and music can make you feel like you're in the movie! This movie is not just great for kids, but adults too. It teaches you lessons, such as never forget who you are, you can do whatever you stick your mind to, and to brave and daring. This movie can make you cry at times too, which is always a nice touch in movies. This movie is funny, sad, cute, and keeps you on the edge of your seat! Some movies really give you a fuzzy feeling after you see them, and the movie \"Spirit\" is definitely one of them! With my vote of 9/10 stars for animation, music, and a wonderful idea for a movie, it gave me a whole lot of Spirit!"
"3180_8"	1	"A friend lent me this DVD, which he got from the director at a festival, I think. I went in warned that some of the technical aspects of the movie were a bit shaky and that the writing was good but not great. So maybe that colored my judgment but I have to admit that I liked this movie.<br /><br />The standouts where the actors. Youssef Kerkor was really good as Ernie, the main character, kind of pathetic in a likable way. Adam Jones (who also directed) and Justin Lane were excellent as the roommates who drive Ernie mad. The Bill character (Justin Lane), who spends a lot of the film dressed like a panda, was by far my favorite; he seemed the least one-dimensional, and reminded me of an old college roommate so much I called the guy after watching the DVD. Really kind of lovable, and very funny. Some of the other acting was good, some was so-so, but none of it was bad. I also really liked the vigilante duo. Ridiculous and funny.<br /><br />I'm giving this one high marks, even though it has some issues, because you can tell when you watch it that these people cared, and decided to make their movie their way. Well done to Adam Jones and crew."
"12247_1"	0	"This film is really terrible. terrible as in it is a waste of 84 minutes of your life. Special effects are so terrible. The acting wasn't convincing.<br /><br />Its about a crocodile that attack a view tourists as they are filming a documentary about \"blood surfing\". Blood surfing is when they surf around sharks but it turns terrible wrong when a 31 foot crocodile interrupts there holiday. The sharks don't look real. The crocodile is even worse, and it gets even more pathetic when they are running away form the creature, but the crocodile gets stuck and 2 females flash it. The deaths are fake and the pirates are just to fill in time.<br /><br />A pointless, terrible film thats not worth seeing!!"
"10355_1"	0	"I have loved this book since my 5th grade teacher read it to our class many years ago. And I have read it to every one of my 3rd and 5th grade classes over my past 18 years of teaching. Supposedly a movie had been made in the past, but I'd never been able to locate it. Well, my students and I were all so excited when we heard that Disney had brought Madeline L'Engle's excellent book to the screen. <br /><br />As I watched the movie, I had the highest of hopes. As the film went on, I became more and more despondent. They had botched it badly! Never had I been so let down by a favorite book-to-film adaption. I understand that films can't stick strictly to a book, but they don't need to change things for the sake of it! Most, if not all, of departures from the book were totally unnecessary! <br /><br />I kept my opinion to myself at first and just listened to my students discuss the movie. Well, it wasn't just me. Nearly every single one felt the same way--cheated out of the great story that Madeline L'Engle had so skillfully created! <br /><br />Why, they wondered, did Aunt Beast look like Chewbacca from the star wars movie? Why couldn't Calvin's hair have been red? Why did Mrs. Which not have the proper \"witch-like\" outfit that was such a clever play on her name? Basically, we all wondered--why did nearly every single detail have to be changed? <br /><br />I have always dreamed of how wonderful a movie this book would make. I am still waiting for that movie. This one was A Wrinkle in Time in only the broadest of senses. I'm going to write to Peter Jackson and try to convince him to take on the task!"
"5057_10"	1	"amazing movie I saw this movie for the first time on a flight and could not believe that I had not even heard of it before getting on that plane. while it may seem, at first to be a \"chick flick\", it is a film that everyone should see and will enjoy. Men, watch this movie with someone you love. You will enjoy it as much as she does and it will score you big points."
"9074_8"	1	"The show is really funny. Nice theme. Jokes and one liners are really good. With little extra tuning it can become a very popular show. But the only major negative point of this show is the cast. David Spade does a great job as Russell, Megyn Price does a good job. But who the hell did cast Patrick Warburton, Oliver Hudson and Bianca Kajlich.<br /><br />Technically Russell and Jeff are the main characters of the show, which make viewers wanna watch the show. Russell is a playboy and Jeff is a kind of frustrated family man, The relationship wiz... with an experience of all the problems a married couple face in a relationship.<br /><br />Patrick Warburton - does a horrible job as Jeff, he is not at all suited for the role. He is like a robot, literally there is no punch in his dialog delivery. <br /><br />Cast is really very important for viewers to like it. The bad acting certainly will take the show downhill..."
